date,month_sin,month_cos,ssn
1867-12-01,-2.4492935982947064e-16,1.0,47.9
1868-03-01,1.0,6.123233995736766e-17,44.0
1868-04-01,0.8660254037844387,-0.4999999999999998,61.1
1868-05-01,0.49999999999999994,-0.8660254037844387,44.5
1868-06-01,1.2246467991473532e-16,-1.0,51.8
1868-07-01,-0.4999999999999997,-0.8660254037844388,48.3
1868-08-01,-0.8660254037844384,-0.5000000000000004,57.3
1868-09-01,-1.0,-1.8369701987210297e-16,78.7
1868-10-01,-0.8660254037844386,0.5000000000000001,102.8
1868-11-01,-0.5000000000000004,0.8660254037844384,98.7
1868-12-01,-2.4492935982947064e-16,1.0,112.8
1869-01-01,0.49999999999999994,0.8660254037844387,101.6
1869-02-01,0.8660254037844386,0.5000000000000001,99.9
1869-03-01,1.0,6.123233995736766e-17,88.0
1869-04-01,0.8660254037844387,-0.4999999999999998,68.4
1869-07-01,-0.4999999999999997,-0.8660254037844388,98.8
1869-08-01,-0.8660254037844384,-0.5000000000000004,132.7
1869-09-01,-1.0,-1.8369701987210297e-16,134.5
1869-10-01,-0.8660254037844386,0.5000000000000001,99.0
1869-11-01,-0.5000000000000004,0.8660254037844384,130.2
1870-01-01,0.49999999999999994,0.8660254037844387,129.0
1879-08-01,-0.8660254037844384,-0.5000000000000004,17.9
1879-10-01,-0.8660254037844386,0.5000000000000001,20.4
1879-11-01,-0.5000000000000004,0.8660254037844384,21.9
1880-01-01,0.49999999999999994,0.8660254037844387,40.1
1880-02-01,0.8660254037844386,0.5000000000000001,45.4
1880-03-01,1.0,6.123233995736766e-17,32.1
1880-04-01,0.8660254037844387,-0.4999999999999998,32.4
1880-05-01,0.49999999999999994,-0.8660254037844387,39.1
1880-06-01,1.2246467991473532e-16,-1.0,56.9
1880-07-01,-0.4999999999999997,-0.8660254037844388,36.5
1880-08-01,-0.8660254037844384,-0.5000000000000004,80.3
1880-10-01,-0.8660254037844386,0.5000000000000001,71.7
1880-11-01,-0.5000000000000004,0.8660254037844384,51.1
1880-12-01,-2.4492935982947064e-16,1.0,49.4
1881-01-01,0.49999999999999994,0.8660254037844387,60.6
1881-02-01,0.8660254037844386,0.5000000000000001,88.6
1881-03-01,1.0,6.123233995736766e-17,85.8
1881-04-01,0.8660254037844387,-0.4999999999999998,86.1
1881-05-01,0.49999999999999994,-0.8660254037844387,72.5
1881-09-01,-1.0,-1.8369701987210297e-16,88.6
1881-11-01,-0.5000000000000004,0.8660254037844384,91.5
1881-12-01,-2.4492935982947064e-16,1.0,78.8
1882-01-01,0.49999999999999994,0.8660254037844387,75.0
1882-06-01,1.2246467991473532e-16,-1.0,75.4
1882-07-01,-0.4999999999999997,-0.8660254037844388,75.7
1882-08-01,-0.8660254037844384,-0.5000000000000004,67.5
1882-12-01,-2.4492935982947064e-16,1.0,69.7
1883-02-01,0.8660254037844386,0.5000000000000001,78.2
1883-03-01,1.0,6.123233995736766e-17,71.3
1883-05-01,0.49999999999999994,-0.8660254037844387,52.5
1883-08-01,-0.8660254037844384,-0.5000000000000004,76.6
1883-09-01,-1.0,-1.8369701987210297e-16,87.8
1889-02-01,0.8660254037844386,0.5000000000000001,14.2
1889-07-01,-0.4999999999999997,-0.8660254037844388,15.8
1889-08-01,-0.8660254037844384,-0.5000000000000004,34.3
