date,month_sin,month_cos,ssn
1869-05-01,0.49999999999999994,-0.8660254037844387,173.4
1869-06-01,1.2246467991473532e-16,-1.0,180.7
1869-12-01,-2.4492935982947064e-16,1.0,174.1
1870-02-01,0.8660254037844386,0.5000000000000001,191.7
1870-03-01,1.0,6.123233995736766e-17,262.7
1870-04-01,0.8660254037844387,-0.4999999999999998,266.9
1870-05-01,0.49999999999999994,-0.8660254037844387,293.6
1870-06-01,1.2246467991473532e-16,-1.0,226.3
1870-07-01,-0.4999999999999997,-0.8660254037844388,220.9
1870-08-01,-0.8660254037844384,-0.5000000000000004,256.5
1870-09-01,-1.0,-1.8369701987210297e-16,226.8
1870-10-01,-0.8660254037844386,0.5000000000000001,244.3
1870-11-01,-0.5000000000000004,0.8660254037844384,246.0
1870-12-01,-2.4492935982947064e-16,1.0,216.7
1871-01-01,0.49999999999999994,0.8660254037844387,147.2
1871-02-01,0.8660254037844386,0.5000000000000001,209.0
1871-03-01,1.0,6.123233995736766e-17,238.7
1871-04-01,0.8660254037844387,-0.4999999999999998,270.9
1871-05-01,0.49999999999999994,-0.8660254037844387,242.6
1871-06-01,1.2246467991473532e-16,-1.0,152.9
1871-07-01,-0.4999999999999997,-0.8660254037844388,171.8
1871-08-01,-0.8660254037844384,-0.5000000000000004,183.7
1871-10-01,-0.8660254037844386,0.5000000000000001,148.5
1871-11-01,-0.5000000000000004,0.8660254037844384,175.7
1871-12-01,-2.4492935982947064e-16,1.0,150.8
1872-02-01,0.8660254037844386,0.5000000000000001,200.3
1872-03-01,1.0,6.123233995736766e-17,147.5
1872-04-01,0.8660254037844387,-0.4999999999999998,170.4
1872-05-01,0.49999999999999994,-0.8660254037844387,179.5
1872-06-01,1.2246467991473532e-16,-1.0,183.3
1872-07-01,-0.4999999999999997,-0.8660254037844388,176.0
1872-08-01,-0.8660254037844384,-0.5000000000000004,155.0
1872-09-01,-1.0,-1.8369701987210297e-16,191.1
1872-10-01,-0.8660254037844386,0.5000000000000001,171.2
1872-11-01,-0.5000000000000004,0.8660254037844384,186.8
1873-02-01,0.8660254037844386,0.5000000000000001,178.4
1873-03-01,1.0,6.123233995736766e-17,164.0
1880-09-01,-1.0,-1.8369701987210297e-16,110.1
1881-06-01,1.2246467991473532e-16,-1.0,100.8
1881-07-01,-0.4999999999999997,-0.8660254037844388,128.2
1881-08-01,-0.8660254037844384,-0.5000000000000004,97.3
1881-10-01,-0.8660254037844386,0.5000000000000001,107.3
1882-02-01,0.8660254037844386,0.5000000000000001,115.9
1882-03-01,1.0,6.123233995736766e-17,111.5
1882-04-01,0.8660254037844387,-0.4999999999999998,159.6
1882-05-01,0.49999999999999994,-0.8660254037844387,106.9
1882-09-01,-1.0,-1.8369701987210297e-16,96.1
1882-10-01,-0.8660254037844386,0.5000000000000001,98.6
1882-11-01,-0.5000000000000004,0.8660254037844384,140.6
1883-01-01,0.49999999999999994,0.8660254037844387,101.0
1883-04-01,0.8660254037844387,-0.4999999999999998,136.8
1883-06-01,1.2246467991473532e-16,-1.0,127.2
1883-07-01,-0.4999999999999997,-0.8660254037844388,134.4
1883-10-01,-0.8660254037844386,0.5000000000000001,139.6
